strID,strDipole,strAnisoPolar,strHarmFreq1,strHarmFreq2,strHarmFreq3,strZeroPointEner,strvdWGlobalMin,strvdWGlobalMax,strvdWTotalVar,strvdWMinimaNum,strvdWMaximaNum,strvdWMinimaSum,strvdWMaximaSum,strSASA,strSphereUSR,strLineUSR,strPlanUSR,strExpSolv
1017962,1.63608,44.826675,3118.433,3091.4382,3062.209,127.35714,-0.05633754,0.026708478,0.000387652,1.1271927,10.293327,-0.06681721,0.20518113,361.785065,0.392392,0.503421,0.451628,-2.49
1019269,1.7620646,20.201061,3761.0781,3086.3481,3058.9229,85.6308,-0.050303224,0.05619979,0.000392567,1.3466644,4.0299506,-0.06448005,0.09434226,260.459869,0.60973,0.790546,0.722938,-4.72
1034539,1.8240421,153.89038,3190.8496,3184.8025,3169.4238,76.83731,-0.016594697,0.042055544,0.000109648,0.025674343,13.420601,-0.001030985,0.35137025,486.360535,0.407599,0.534863,0.471891,-3.04
1036761,1.233305,19.125534,3517.7048,3454.8467,3053.089,116.93798,-0.057565812,0.03623623,0.000350936,0.99348986,2.317327,-0.05842522,0.06979167,287.837799,0.66286,0.765071,0.820477,-4.59
1046331,2.5627246,56.599712,3184.1416,3178.4841,3171.52,71.55991,-0.055845886,0.038197752,0.000362521,1.1004984,5.06946,-0.06531786,0.19882433,293.525024,0.604939,0.849658,0.696721,-3.82
1075836,1.7017771,20.785084,3115.1147,3102.5984,3085.2197,73.98643,-0.056514766,0.02776259,0.00034064,0.96580255,8.852957,-0.055781856,0.19781957,266.999084,0.622383,0.877743,0.673581,-2.93
1079207,2.1015205,69.35447,3195.1094,3187.6816,3182.7463,50.76067,-0.017612996,0.036208056,0.000138392,0.009428263,4.320674,0.00069496,0.13261806,290.211731,0.672468,0.718411,0.846945,-0.98
1107178,1.9670033,34.92608,3127.9375,3075.6357,3064.2046,40.75785,-0.021102542,0.030299265,8.86E-05,0.011207342,7.0602636,0.000203859,0.17243502,223.198212,0.679089,0.565219,0.685882,-0.74
1139153,0.18588519,14.194305,3075.8965,3071.5178,3066.8335,152.75087,-0.004334632,0.013034571,1.23E-05,-0.002222657,0.045012474,0.000349358,0,319.02182,0.664154,0.830234,0.758122,2.89
1144156,1.0999247,16.055153,3081.6877,3083.3088,3068.5178,85.21244,-0.049235858,0.015970914,0.000217808,1.0789857,3.7691278,-0.05396552,0.03338006,266.365662,0.652724,0.936908,0.697144,-1.59
1160109,3.0405335,43.658245,3176.0894,3118.6555,3090.9153,149.78111,-0.05932519,0.027468849,0.000447993,1.0011111,8.380346,-0.061366577,0.29941592,370.149231,0.478644,0.664173,0.569808,-3.75
1178614,2.4279726,54.35167,3728.8013,3197.4968,3176.2798,59.57185,-0.0330025,0.07900144,0.000362003,0.9816594,4.1377306,-0.032499615,0.18758132,276.049072,0.707543,0.794886,0.839752,-4.55
1189457,1.3881676,76.01036,3178.0503,3173.8796,3161.042,80.5716,-0.034284987,0.02892349,0.000113338,1.4170983,8.520726,-0.049305756,0.18686039,303.71048,0.595224,0.866785,0.659701,-2.73
1199854,2.368897,37.658417,3109.4607,3069.9626,3056.793,58.62488,-0.020946253,0.02922833,8.81E-05,-0.001994491,7.656149,0.000321288,0.18321513,253.284851,0.663541,0.634411,0.743715,-0.53
1231151,2.227201,14.099464,3089.9858,3091.0083,3075.0027,59.03951,-0.027647994,0.027436942,0.000100156,0.005322695,7.976779,-0.000256713,0.18480527,234.678329,0.836404,0.638701,0.758448,-0.25
1235151,4.098593,28.90372,3107.4807,3072.0823,3062.293,102.62829,-0.04963693,0.037185807,0.000266053,2.087486,11.368305,-0.10225169,0.30822222,320.574677,0.507102,0.720967,0.6106,-2.82
1244778,1.7469008,16.294083,3760.621,3073.0583,3042.1282,126.9823,-0.05437859,0.05602576,0.00040899,0.98856956,2.509869,-0.05408099,0.0732372,301.356323,0.637603,0.735199,0.784045,-5.48
1261349,0.08799386,5.4493103,3095.6003,3074.9854,3072.3992,99.41819,-0.004261959,0.012047837,1.03E-05,-0.002494931,0.012970924,-0.000122391,0,261.567627,0.997659,0.625099,0.747878,2.51
1278715,0.532936,24.36372,1089.7556,1038.6016,923.77515,10.94373,-0.008849982,0.030015588,5.53E-05,0.04902804,6.7484293,-0.001411736,0.17250685,305.798431,0.882289,0.662721,0.794507,-0.64
129464,0.7800108,41.301315,3070.8462,3055.6072,3053.7583,156.37393,-0.0477164,0.013848651,0.000162089,1.0169873,-0.061746597,-0.048400093,0,393.653381,0.372292,0.478866,0.412684,-0.83
1323538,3.2836938,17.090767,3098.594,3099.5771,3095.9487,137.20306,-0.045360986,0.034313366,0.000212681,6.2009444,19.93959,-0.24016614,0.28129476,401.280762,0.483886,0.628283,0.537087,-7.5
1328465,1.4483135,17.673523,3123.8274,3077.8972,1573.0789,30.25132,-0.014383445,0.04103515,0.000173094,-0.017565727,5.396449,0.000770364,0.20513684,251.437637,0.798943,0.613788,0.732001,-1.99
1328936,4.0090876,102.25568,3207.2095,3201.1768,3193.371,91.1124,-0.046199422,0.041337367,0.00026645,2.8693378,13.053449,-0.13007826,0.42616257,361.072266,0.459718,0.62185,0.521667,-6.88
1352110,2.0409288,63.769585,3099.5134,3086.2302,3077.2815,189.09507,-0.056773134,0.02647352,0.000310574,1.7153833,9.830453,-0.08446867,0.16068499,475.329193,0.391981,0.482527,0.4476,-3.64
1363784,2.730639,49.904232,3150.4695,3120.0269,3095.0994,89.77947,-0.061789624,0.03185879,0.000331645,0.99824744,6.988068,-0.061827514,0.16264612,297.314453,0.635173,0.910784,0.682542,-4.84
1396156,0.522159,115.09287,1608.1719,1634.2545,1563.9009,33.67768,-0.035920087,0.040914737,0.000237026,2.1497707,16.355171,-0.078058675,0.44849518,370.105835,0.601886,0.827541,0.699897,-5.22
1417007,3.6494014,49.124695,3186.1562,3151.9111,3124.0198,100.35216,-0.054392267,0.048475675,0.000368043,1.9311173,12.305697,-0.094576664,0.31586193,429.418274,0.418467,0.533857,0.483905,-9.01
1424265,0.5891379,55.79146,3141.1055,3134.142,3124.2158,97.0926,-0.024776889,0.020721179,8.78E-05,-0.004467368,8.0225725,-0.000599135,0.14286077,302.509094,0.632609,0.880465,0.685969,-0.83
1449384,0.20235229,67.89337,3143.0999,3133.707,3122.5798,132.61736,-0.025675436,0.019886205,8.73E-05,0.002644539,4.9698277,0.00025671,0.11089997,353.352386,0.496293,0.681577,0.557319,-0.68
1469079,3.2893236,168.2257,3190.7036,3182.0652,3179.38,92.79788,-0.022694735,0.032245107,0.000109049,0.04633367,9.104543,-0.000676673,0.24290663,413.763794,0.414466,0.543305,0.48112,-3.56
1502181,2.849774,53.677307,3090.64,3074.978,3064.1472,159.01628,-0.059651665,0.02945334,0.000464764,0.99722457,7.4222755,-0.059332356,0.13212793,406.128845,0.36152,0.46119,0.411211,-2.49
1520842,2.7424252,49.22984,3150.2915,3145.201,3124.1238,72.5597,-0.061371006,0.0314084,0.000336939,0.99812484,5.739411,-0.059803586,0.17641111,266.75589,0.753283,0.787103,0.802782,-4.93
1527293,4.954468,113.57772,3724.2227,3173.9104,3165.7278,152.82014,-0.0601694,0.08483591,0.00043839,1.0964366,8.835984,-0.062159956,0.33782045,462.333466,0.38289,0.486805,0.422632,-8.42
1563176,1.8953245,29.391262,3077.1677,3064.068,3050.256,82.3203,-0.03510154,0.029182147,0.0001274,1.9794463,7.4929385,-0.070658244,0.15919528,277.673309,0.654324,0.818072,0.733597,-0.99
1571523,1.5305132,51.59527,3774.4912,3170.4084,3130.088,99.99071,-0.037712336,0.07393244,0.000256758,1.0011919,5.8453717,-0.03845188,0.16239614,305.686127,0.668004,0.829403,0.716397,-6.16
1592519,1.8740755,50.263393,3102.3423,3081.4185,3064.7732,144.98043,-0.05647917,0.026342794,0.000380849,0.9821708,8.814025,-0.05999938,0.19636083,396.512024,0.378196,0.483298,0.420135,-2.23
1615431,1.1177181,16.518997,3087.7651,3089.0608,3082.3425,120.09505,-0.053236224,0.019352,0.0002052,1.0138949,3.669352,-0.051419646,0.10119138,312.704651,0.666324,0.853497,0.692268,-0.53
1636752,1.7623819,5.2506485,3648.1921,3089.4475,3024.829,32.00113,-0.052877568,0.063666806,0.000454017,0.9972104,4.9074306,-0.05371761,0.13529051,163.906143,0.69374,0.533956,0.62281,-5.1
1650157,1.7083676,4.5690384,3742.9285,3090.679,3084.9155,84.70878,-0.053645052,0.058374926,0.000416572,1.0071248,4.0190506,-0.05270749,0.11513183,247.487671,0.945281,0.626551,0.750467,-4.47
1659169,1.2696983,8.818802,3475.8535,3093.1836,3068.095,84.33908,-0.051159907,0.040816706,0.000324003,2.0153778,7.283586,-0.09668237,0.14773022,250.27356,0.798445,0.693674,0.902585,-7.17
1662128,0.49330938,16.819054,3200.9136,3119.6748,3111.797,67.7175,-0.024534091,0.0181307,7.07E-05,0.01000917,3.3907738,6.95E-05,0.05097834,232.72699,0.759873,0.730086,0.852098,1.38
1674094,0.9822223,37.29235,3411.873,3082.0452,3069.6013,88.54352,-0.028535545,0.03990253,0.000132439,0.061864972,5.6573634,-0.006858863,0.13184247,293.107758,0.495711,0.659345,0.588901,0.29
1708457,4.270573,9.775932,3123.0312,3107.9329,3101.5378,52.92905,-0.0572776,0.04778632,0.000353556,2.1110697,3.9934149,-0.10991919,0.16997788,239.514709,0.852675,0.661453,0.791389,-10.08
1717215,2.7196758,16.402267,3104.5784,3087.7058,3021.3447,38.72967,-0.052903302,0.035355076,0.000284252,1.0033762,7.3346567,-0.05569181,0.1951111,201.297119,0.723489,0.612111,0.765942,-2.78
1722522,1.5684967,38.06102,3102.7224,3084.2102,3069.1936,109.42551,-0.056639727,0.026378226,0.000354529,1.044512,9.033238,-0.059561715,0.23112903,332.372375,0.468943,0.644578,0.523708,-2.49
1723043,0.12478113,4.2474136,1373.0408,1243.8068,1251.9142,29.3287,-0.002920382,0.051184095,0.000156445,0.001732707,8.12506,0.001649063,0.31434095,280.736359,0.877949,0.668818,0.811926,3.43
1728386,4.4371014,66.54953,3648.1362,3539.3923,3170.1067,79.72585,-0.065660834,0.06859696,0.000682904,1.250369,4.531019,-0.076663084,0.21083155,292.261444,0.615854,0.906086,0.683249,-11
172879,0.8031523,122.857956,3183.1646,3187.142,3157.1301,104.92632,-0.024522,0.027005132,8.45E-05,0.16308355,9.932902,-0.002887733,0.22910797,370.018097,0.442178,0.599576,0.494106,-3.15
1733799,2.6793773,70.99072,3788.889,3183.7595,3183.1943,59.05703,-0.034229487,0.0850475,0.000378431,0.9203691,4.352366,-0.031700417,0.16657734,288.793243,0.582848,0.709469,0.723874,-5.85
1735893,4.481662,30.481846,3743.5127,3064.4233,3057.494,109.87419,-0.06273489,0.08889064,0.000657362,0.95047426,3.2340527,-0.061332714,0.17322719,326.898987,0.462638,0.629263,0.547267,-6.21
1743409,0.8401028,57.912956,3099.0098,3096.3884,3082.6526,136.62337,-0.05369827,0.03026024,0.000293152,1.9748238,14.265261,-0.10316409,0.29672616,422.579224,0.342018,0.429918,0.373838,-5.71
1755375,1.4053457,53.67347,3769.3909,3178.7444,3128.3528,100.02819,-0.036939524,0.06880716,0.000232969,1.0190063,5.8167057,-0.038825713,0.12855337,308.871674,0.638705,0.865875,0.685268,-5.26
1760914,1.6660684,56.166145,3174.0452,3161.3408,3145.879,74.10192,-0.024794659,0.030267872,0.000113168,0.05110371,5.6830034,-2.52E-05,0.1372528,291.056091,0.688297,0.844109,0.769104,-1.14
1770205,2.6297755,106.96112,3190.0095,3181.4067,3170.915,140.95395,-0.040064532,0.055157024,0.000254392,4.2527285,12.677273,-0.16304208,0.42758888,509.307678,0.365562,0.459947,0.394672,-10.03
1781152,1.9075004,11.739494,3133.638,3104.6628,3097.6797,108.98539,-0.0579574,0.026949588,0.000381172,1.0166689,9.614836,-0.058135655,0.20835739,313.529907,0.56774,0.714985,0.638953,-2.4
1792062,0.006572247,59.170555,3152.2468,3126.265,3090.2385,35.4786,-0.015559161,0.036392912,0.000120505,0.002679348,7.379605,5.57E-05,0.24422585,245.307724,0.781419,0.637462,0.812526,-2.33
1800170,1.63095,14.1024475,3099.3318,3070.8618,3035.2104,46.70365,-0.033346318,0.029954923,0.000143255,1.9694376,4.351266,-0.06554746,0.09818455,214.744064,0.790554,0.615102,0.716645,-1.14
1803862,0.030638456,9.579926,3081.1719,3076.661,3065.451,99.93318,-0.00426181,0.011921732,1.01E-05,0.001465559,0.010077477,0.000126135,0,264.720886,0.767206,0.77258,0.812231,2.38
1821184,1.5026846,78.51464,3586.9817,3207.742,3166.3232,98.27279,-0.04607027,0.06103805,0.000285749,1.5395573,5.288787,-0.06726378,0.1537424,322.205963,0.602443,0.840004,0.645875,-5.88
1827204,2.9350734,30.513168,3055.6199,3057.7935,3047.4583,106.08712,-0.05723673,0.02974362,0.00044338,0.9611398,6.644773,-0.05398422,0.17791619,313.700562,0.480947,0.663589,0.573074,-2.81
1838110,0.582819,15.617935,1196.8469,1127.77,1044.847,14.46901,-0.006652702,0.032627508,8.06E-05,-0.019764304,5.263426,-0.000180636,0.13399111,269.612152,0.840911,0.622829,0.74472,1.77
1849020,2.4256978,114.94241,3183.094,3171.4915,3164.4062,161.24216,-0.038445875,0.0301577,9.89E-05,1.18866,14.726419,-0.050955776,0.4391944,573.204468,0.377147,0.468284,0.405921,-6.5
1855337,1.5390596,77.994316,3176.236,3136.4673,3079.2122,38.61533,-0.014863173,0.039072692,0.000123866,0.00604105,7.305,0.000282023,0.19321663,330.788116,0.626438,0.757145,0.791061,-1.62
1857976,1.9832543,15.487923,3100.6392,3068.795,2933.4336,36.20907,-0.016619211,0.03455927,0.0001128,0.021748066,5.6291924,0.000319231,0.20366102,230.188599,0.767441,0.60375,0.723242,-1.79
1858644,1.7725133,53.099586,3763.6975,3175.6787,3164.47,101.34911,-0.043069895,0.047354653,0.000234383,1.4064119,7.04775,-0.05805238,0.22043721,315.935944,0.598878,0.873338,0.660911,-6.79
186894,1.917753,21.675297,3087.6743,3068.984,3047.918,64.51828,-0.03337647,0.030114299,0.000135373,1.9613132,5.97078,-0.06731444,0.13230576,246.326019,0.783699,0.722336,0.824573,-1.1
1873346,0.5585114,53.066933,3156.9326,3146.6384,3139.4824,79.92791,-0.024044394,0.020871518,8.09E-05,0.001104236,7.9437146,-0.000599567,0.15379369,271.816315,0.690042,0.844291,0.780814,-0.9
1875719,2.8399456,18.772728,3092.0044,3087.1494,3080.518,88.13272,-0.059933513,0.02962545,0.000466525,1.0083342,9.609513,-0.059881277,0.25675008,280.027496,0.631345,0.958178,0.682609,-3.41
1881249,3.0135083,19.661789,3092.8171,3083.7869,3074.8062,88.00868,-0.059222996,0.029374298,0.000454967,1.0313628,9.066805,-0.060744137,0.16928109,280.018982,0.612317,0.912168,0.673394,-3.52
1893815,1.3264298,27.29385,3152.5972,3085.5684,1420.1184,23.78614,-0.012752995,0.043425858,0.000180991,0.018951178,5.3423967,-0.000860881,0.16052024,272.03186,0.855588,0.640419,0.767674,-1.43
1893937,2.2914653,42.413403,3089.899,3061.5874,3056.339,112.78103,-0.027334182,0.02701872,9.82E-05,-0.031103253,10.575004,0.001140218,0.22320831,334.823334,0.474175,0.651841,0.563485,0
1896013,2.1298938,14.304405,3761.5632,3728.8262,3716.816,103.04178,-0.046226628,0.08049676,0.00042024,4.092416,6.556816,-0.16491516,0.29161598,303.444824,0.699382,0.814739,0.796038,-20.52
1899443,0.57391906,22.102898,3169.8145,3110.7656,3081.245,103.15382,-0.02519991,0.017073102,5.86E-05,0.000356674,1.6915655,-0.000344273,0.03244872,292.333038,0.646822,0.908993,0.723946,1.47
1903702,1.8486979,11.88044,3748.642,3078.7456,3075.4785,85.23957,-0.052302603,0.05792735,0.00039574,1.030128,4.3999987,-0.053838715,0.09462176,254.669815,0.753975,0.782908,0.809007,-4.62
1905088,2.5987558,62.97233,3173.3645,3157.849,3150.0874,74.39423,-0.024433713,0.03157167,0.000116332,0.007392168,6.9817853,0.000223529,0.174031,302.993317,0.66725,0.870545,0.752106,-2.38
1922649,4.9334316,95.40342,3198.0762,3192.5676,3188.0654,116.8306,-0.03946708,0.039652348,0.000183938,3.925786,18.004566,-0.14921553,0.40055968,443.528564,0.426384,0.552248,0.469479,-7.19
1923244,-0.07925153,9.044823,3096.8032,3118.887,3067.9077,82.37335,-0.0043112,0.011428347,1.01E-05,0.006920934,0.010970116,0.000278112,0,244.722076,0.749664,0.783896,0.818957,2.1
1929982,0.88454044,14.026062,2070.9531,1843.2991,1324.1149,9.33556,-0.029393768,0.03675271,0.000209076,0.35760808,2.5236287,-0.016494978,0.07685647,143.68335,0.611809,0.499175,0.571765,-0.7
194273,3.696096,62.77823,3582.6584,3139.899,3108.5913,135.75442,-0.061470874,0.08152793,0.000590081,1.9587743,6.7914567,-0.108503014,0.20955557,404.221619,0.498144,0.675886,0.561904,-9.73
1944394,1.3575511,69.339714,3190.99,3168.7039,3166.9897,215.0058,-0.0429699,0.024773486,0.000116204,1.6789792,13.102539,-0.0676762,0.24948405,531.025146,0.395349,0.495056,0.435782,-9.34
1952272,3.4393487,13.805382,3151.97,3117.993,3037.6794,31.13433,-0.046861064,0.049095526,0.000280043,2.0280368,6.217856,-0.091235064,0.27342808,194.43187,0.708634,0.559809,0.669855,-4.02
1963873,3.4244385,21.75557,3558.8025,3128.5347,3101.2795,63.8124,-0.06552427,0.048431993,0.0005526,1.103646,3.441996,-0.06930095,0.17425001,243.611938,0.757146,0.781866,0.80679,-10
